regiao,estado,municipio,coduf,codmun,codRegiaoSaude,nomeRegiaoSaude,data,semanaEpi,populacaoTCU2019,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,Recuperadosnovos,emAcompanhamentoNovos
Norte,RO,,11,,,,2020-02-25,9,1777225,0,0,0,0,,
Norte,RO,,11,,,,2020-02-26,9,1777225,0,0,0,0,,
Norte,RO,,11,,,,2020-02-27,9,1777225,0,0,0,0,,
Norte,RO,,11,,,,2020-02-28,9,1777225,0,0,0,0,,
Norte,RO,,11,,,,2020-02-29,9,1777225,0,0,0,0,,
Norte,RO,,11,,,,2020-03-01,10,1777225,0,0,0,0,,
Norte,RO,,11,,,,2020-03-02,10,1777225,0,0,0,0,,
Norte,RO,,11,,,,2020-03-03,10,1777225,0,0,0,0,,
Norte,RO,,11,,,,2020-03-04,10,1777225,0,0,0,0,,
Norte,RO,,11,,,,2020-03-05,10,1777225,0,0,0,0,,
Norte,RO,,11,,,,2020-03-06,10,1777225,0,0,0,0,,
Norte,RO,,11,,,,2020-03-07,10,1777225,0,0,0,0,,
Norte,RO,,11,,,,2020-03-08,11,1777225,0,0,0,0,,
Norte,RO,,11,,,,2020-03-09,11,1777225,0,0,0,0,,
Norte,RO,,11,,,,2020-03-10,11,1777225,0,0,0,0,,
Norte,RO,,11,,,,2020-03-11,11,1777225,0,0,0,0,,
Norte,RO,,11,,,,2020-03-12,11,1777225,0,0,0,0,,
Norte,RO,,11,,,,2020-03-13,11,1777225,0,0,0,0,,
Norte,RO,,11,,,,2020-03-14,11,1777225,0,0,0,0,,
Norte,RO,,11,,,,2020-03-15,12,1777225,0,0,0,0,,
Norte,RO,,11,,,,2020-03-16,12,1777225,0,0,0,0,,
Norte,RO,,11,,,,2020-03-17,12,1777225,0,0,0,0,,
Norte,RO,,11,,,,2020-03-18,12,1777225,0,0,0,0,,
Norte,RO,,11,,,,2020-03-19,12,1777225,0,0,0,0,,
Norte,RO,,11,,,,2020-03-20,12,1777225,1,1,0,0,,
Norte,RO,,11,,,,2020-03-21,12,1777225,1,0,0,0,,
Norte,RO,,11,,,,2020-03-22,13,1777225,3,2,0,0,,
Norte,RO,,11,,,,2020-03-23,13,1777225,3,0,0,0,,
Norte,RO,,11,,,,2020-03-24,13,1777225,3,0,0,0,,
Norte,RO,,11,,,,2020-03-25,13,1777225,5,2,0,0,,
Norte,RO,,11,,,,2020-03-26,13,1777225,5,0,0,0,,
Norte,RO,,11,,,,2020-03-27,13,1777225,6,1,0,0,,
Norte,RO,,11,,,,2020-03-28,13,1777225,6,0,0,0,,
Norte,RO,,11,,,,2020-03-29,14,1777225,6,0,0,0,,
Norte,RO,,11,,,,2020-03-30,14,1777225,6,0,0,0,,
Norte,RO,,11,,,,2020-03-31,14,1777225,8,2,1,1,,
Norte,RO,,11,,,,2020-04-01,14,1777225,9,1,1,0,,
Norte,RO,,11,,,,2020-04-02,14,1777225,10,1,1,0,,
Norte,RO,,11,,,,2020-04-03,14,1777225,10,0,1,0,,
Norte,RO,,11,,,,2020-04-04,14,1777225,11,1,1,0,,
Norte,RO,,11,,,,2020-04-05,15,1777225,12,1,1,0,,
Norte,RO,,11,,,,2020-04-06,15,1777225,14,2,1,0,,
Norte,RO,,11,,,,2020-04-07,15,1777225,18,4,1,0,,
Norte,RO,,11,,,,2020-04-08,15,1777225,18,0,1,0,,
Norte,RO,,11,,,,2020-04-09,15,1777225,28,10,2,1,,
Norte,RO,,11,,,,2020-04-10,15,1777225,32,4,2,0,,
Norte,RO,,11,,,,2020-04-11,15,1777225,33,1,2,0,,
Norte,RO,,11,,,,2020-04-12,16,1777225,35,2,2,0,,
Norte,RO,,11,,,,2020-04-13,16,1777225,42,7,2,0,,
Norte,RO,,11,,,,2020-04-14,16,1777225,64,22,2,0,,
Norte,RO,,11,,,,2020-04-15,16,1777225,69,5,2,0,,
Norte,RO,,11,,,,2020-04-16,16,1777225,76,7,3,1,,
Norte,RO,,11,,,,2020-04-17,16,1777225,92,16,3,0,,
Norte,RO,,11,,,,2020-04-18,16,1777225,110,18,3,0,,
Norte,RO,,11,,,,2020-04-19,17,1777225,128,18,4,1,,
Norte,RO,,11,,,,2020-04-20,17,1777225,160,32,4,0,,
Norte,RO,,11,,,,2020-04-21,17,1777225,199,39,4,0,,
Norte,RO,,11,,,,2020-04-22,17,1777225,223,24,5,1,,
Norte,RO,,11,,,,2020-04-23,17,1777225,250,27,5,0,,
Norte,RO,,11,,,,2020-04-24,17,1777225,290,40,5,0,,
Norte,RO,,11,,,,2020-04-25,17,1777225,328,38,7,2,,
Norte,RO,,11,,,,2020-04-26,18,1777225,364,36,10,3,,
Norte,RO,,11,,,,2020-04-27,18,1777225,393,29,10,0,,
Norte,RO,,11,,,,2020-04-28,18,1777225,413,20,11,1,,
Norte,RO,,11,,,,2020-04-29,18,1777225,433,20,15,4,,
Norte,RO,,11,,,,2020-04-30,18,1777225,502,69,16,1,,
Norte,RO,,11,,,,2020-05-01,18,1777225,585,83,18,2,,
Norte,RO,,11,,,,2020-05-02,18,1777225,653,68,23,5,,
Norte,RO,,11,,,,2020-05-03,19,1777225,705,52,24,1,,
Norte,RO,,11,,,,2020-05-04,19,1777225,756,51,25,1,,
Norte,RO,,11,,,,2020-05-05,19,1777225,861,105,29,4,,
Norte,RO,,11,,,,2020-05-06,19,1777225,943,82,33,4,,
Norte,RO,,11,,,,2020-05-07,19,1777225,1098,155,37,4,,
Norte,RO,,11,,,,2020-05-08,19,1777225,1222,124,39,2,,
Norte,RO,,11,,,,2020-05-09,19,1777225,1263,41,41,2,,
Norte,RO,,11,,,,2020-05-10,20,1777225,1302,39,43,2,,
Norte,RO,,11,,,,2020-05-11,20,1777225,1396,94,47,4,,
Norte,RO,,11,,,,2020-05-12,20,1777225,1460,64,50,3,,
Norte,RO,,11,,,,2020-05-13,20,1777225,1612,152,50,0,,
Norte,RO,,11,,,,2020-05-14,20,1777225,1686,74,56,6,,
Norte,RO,,11,,,,2020-05-15,20,1777225,1789,103,62,6,,
Norte,RO,,11,,,,2020-05-16,20,1777225,1919,130,69,7,,
Norte,RO,,11,,,,2020-05-17,21,1777225,1963,44,74,5,,
Norte,RO,,11,,,,2020-05-18,21,1777225,2043,80,77,3,,
Norte,RO,,11,,,,2020-05-19,21,1777225,2257,214,87,10,,
Norte,RO,,11,,,,2020-05-20,21,1777225,2499,242,90,3,,
Norte,RO,,11,,,,2020-05-21,21,1777225,2659,160,101,11,,
Norte,RO,,11,,,,2020-05-22,21,1777225,2774,115,106,5,,
Norte,RO,,11,,,,2020-05-23,21,1777225,3109,335,115,9,,
Norte,RO,,11,,,,2020-05-24,22,1777225,3201,92,121,6,,
Norte,RO,,11,,,,2020-05-25,22,1777225,3268,67,121,0,,
Norte,RO,,11,,,,2020-05-26,22,1777225,3493,225,133,12,,
Norte,RO,,11,,,,2020-05-27,22,1777225,3862,369,137,4,,
Norte,RO,,11,,,,2020-05-28,22,1777225,4252,390,142,5,,
Norte,RO,,11,,,,2020-05-29,22,1777225,4502,250,145,3,,
Norte,RO,,11,,,,2020-05-30,22,1777225,4743,241,151,6,,
Norte,RO,,11,,,,2020-05-31,23,1777225,4942,199,156,5,,
Norte,RO,,11,,,,2020-06-01,23,1777225,5172,230,159,3,,
Norte,RO,,11,,,,2020-06-02,23,1777225,5477,305,172,13,,
Norte,RO,,11,,,,2020-06-03,23,1777225,5713,236,180,8,,
Norte,RO,,11,,,,2020-06-04,23,1777225,6459,746,194,14,,
Norte,RO,,11,,,,2020-06-05,23,1777225,6862,403,213,19,,
Norte,RO,,11,,,,2020-06-06,23,1777225,7700,838,228,15,,
Norte,RO,,11,,,,2020-06-07,24,1777225,8110,410,235,7,,
Norte,RO,,11,,,,2020-06-08,24,1777225,8626,516,245,10,,
Norte,RO,,11,,,,2020-06-09,24,1777225,9220,594,255,10,,
Norte,RO,,11,,,,2020-06-10,24,1777225,9850,630,267,12,,
Norte,RO,,11,,,,2020-06-11,24,1777225,10547,697,293,26,,
Norte,RO,,11,,,,2020-06-12,24,1777225,11224,677,296,3,,
Norte,RO,,11,,,,2020-06-13,24,1777225,11710,486,309,13,,
Norte,RO,,11,,,,2020-06-14,25,1777225,11865,155,324,15,,
Norte,RO,,11,,,,2020-06-15,25,1777225,12180,315,332,8,,
Norte,RO,,11,,,,2020-06-16,25,1777225,13010,830,346,14,,
Norte,RO,,11,,,,2020-06-17,25,1777225,13567,557,360,14,,
Norte,AC,,12,,,,2020-02-25,9,881935,0,0,0,0,,
Norte,AC,,12,,,,2020-02-26,9,881935,0,0,0,0,,
Norte,AC,,12,,,,2020-02-27,9,881935,0,0,0,0,,
Norte,AC,,12,,,,2020-02-28,9,881935,0,0,0,0,,
Norte,AC,,12,,,,2020-02-29,9,881935,0,0,0,0,,
Norte,AC,,12,,,,2020-03-01,10,881935,0,0,0,0,,
Norte,AC,,12,,,,2020-03-02,10,881935,0,0,0,0,,
Norte,AC,,12,,,,2020-03-03,10,881935,0,0,0,0,,
Norte,AC,,12,,,,2020-03-04,10,881935,0,0,0,0,,
Norte,AC,,12,,,,2020-03-05,10,881935,0,0,0,0,,
Norte,AC,,12,,,,2020-03-06,10,881935,0,0,0,0,,
Norte,AC,,12,,,,2020-03-07,10,881935,0,0,0,0,,
Norte,AC,,12,,,,2020-03-08,11,881935,0,0,0,0,,
Norte,AC,,12,,,,2020-03-09,11,881935,0,0,0,0,,
Norte,AC,,12,,,,2020-03-10,11,881935,0,0,0,0,,
Norte,AC,,12,,,,2020-03-11,11,881935,0,0,0,0,,
Norte,AC,,12,,,,2020-03-12,11,881935,0,0,0,0,,
Norte,AC,,12,,,,2020-03-13,11,881935,0,0,0,0,,
Norte,AC,,12,,,,2020-03-14,11,881935,0,0,0,0,,
Norte,AC,,12,,,,2020-03-15,12,881935,0,0,0,0,,
Norte,AC,,12,,,,2020-03-16,12,881935,0,0,0,0,,
Norte,AC,,12,,,,2020-03-17,12,881935,0,0,0,0,,
Norte,AC,,12,,,,2020-03-18,12,881935,0,0,0,0,,
Norte,AC,,12,,,,2020-03-19,12,881935,3,3,0,0,,
Norte,AC,,12,,,,2020-03-20,12,881935,7,4,0,0,,
Norte,AC,,12,,,,2020-03-21,12,881935,9,2,0,0,,
Norte,AC,,12,,,,2020-03-22,13,881935,11,2,0,0,,
Norte,AC,,12,,,,2020-03-23,13,881935,11,0,0,0,,
Norte,AC,,12,,,,2020-03-24,13,881935,17,6,0,0,,
Norte,AC,,12,,,,2020-03-25,13,881935,23,6,0,0,,
Norte,AC,,12,,,,2020-03-26,13,881935,24,1,0,0,,
Norte,AC,,12,,,,2020-03-27,13,881935,25,1,0,0,,
Norte,AC,,12,,,,2020-03-28,13,881935,25,0,0,0,,
Norte,AC,,12,,,,2020-03-29,14,881935,34,9,0,0,,
